X,orig_gene,proc_gene
22123,si:dkey-79f11.5,sidkey79f11.5
22124,si:dkey-79f11.7,sidkey79f11.7
22125,si:dkey-79f11.8,sidkey79f11.8
22126,si:dkey-79f11.9,sidkey79f11.9
22127,si:dkey-79i2.4,sidkey79i2.4
22128,si:dkey-7c18.24,sidkey7c18.24
22129,si:dkey-7e14.3,sidkey7e14.3
22130,si:dkey-7f16.3,sidkey7f16.3
22131,si:dkey-7f3.14,sidkey7f3.14
22132,si:dkey-7f3.9,sidkey7f3.9
22133,si:dkey-7i4.1,sidkey7i4.1
22134,si:dkey-7i4.10,sidkey7i4.10
22135,si:dkey-7i4.11,sidkey7i4.11
22136,si:dkey-7i4.14,sidkey7i4.14
22137,si:dkey-7i4.15,sidkey7i4.15
22138,si:dkey-7i4.19,sidkey7i4.19
22139,si:dkey-7i4.21,sidkey7i4.21
22140,si:dkey-7i4.23,sidkey7i4.23
22141,si:dkey-7i4.24,sidkey7i4.24
22142,si:dkey-7i4.5,sidkey7i4.5
22143,si:dkey-7i4.7,sidkey7i4.7
22144,si:dkey-7i4.8,sidkey7i4.8
22145,si:dkey-7i4.9,sidkey7i4.9
22146,si:dkey-7j14.5,sidkey7j14.5
22147,si:dkey-7j14.6,sidkey7j14.6
22148,si:dkey-7j22.1,sidkey7j22.1
22149,si:dkey-7j22.2,sidkey7j22.2
22150,si:dkey-7j22.4,sidkey7j22.4
22151,si:dkey-7k24.5,sidkey7k24.5
22152,si:dkey-7l6.3,sidkey7l6.3
22153,si:dkey-7n6.2,sidkey7n6.2
22154,si:dkey-80c24.1,sidkey80c24.1
22155,si:dkey-81e3.2,sidkey81e3.2
22156,si:dkey-81h8.1,sidkey81h8.1
22157,si:dkey-81j8.6,sidkey81j8.6
22158,si:dkey-81l17.6,sidkey81l17.6
22159,si:dkey-81n2.1,sidkey81n2.1
22161,si:dkey-81p22.11,sidkey81p22.11
22162,si:dkey-82i20.2,sidkey82i20.2
22163,si:dkey-82i20.5,sidkey82i20.5
22164,si:dkey-82o10.4,sidkey82o10.4
22165,si:dkey-83f18.10,sidkey83f18.10
22166,si:dkey-83f18.11,sidkey83f18.11
22167,si:dkey-83k24.5,sidkey83k24.5
22168,si:dkey-83m22.7,sidkey83m22.7
22169,si:dkey-84h14.2,sidkey84h14.2
22170,si:dkey-84k17.2,sidkey84k17.2
22172,si:dkey-85a20.4,sidkey85a20.4
22173,si:dkey-85k15.11,sidkey85k15.11
22174,si:dkey-85k15.4,sidkey85k15.4
22175,si:dkey-85k15.6,sidkey85k15.6
22176,si:dkey-85k7.11,sidkey85k7.11
22177,si:dkey-85k7.7,sidkey85k7.7
22178,si:dkey-85n7.6,sidkey85n7.6
22179,si:dkey-85n7.7,sidkey85n7.7
22180,si:dkey-85n7.8,sidkey85n7.8
22181,si:dkey-86e18.1,sidkey86e18.1
22182,si:dkey-87o1.2,sidkey87o1.2
22183,si:dkey-88e18.2,sidkey88e18.2
22184,si:dkey-88e18.8,sidkey88e18.8
22185,si:dkey-88j15.3,sidkey88j15.3
22186,si:dkey-88j15.4,sidkey88j15.4
22187,si:dkey-88l16.2,sidkey88l16.2
22188,si:dkey-88l16.3,sidkey88l16.3
22189,si:dkey-88l16.4,sidkey88l16.4
22190,si:dkey-88l16.5,sidkey88l16.5
22191,si:dkey-88n24.10,sidkey88n24.10
22192,si:dkey-88n24.11,sidkey88n24.11
22193,si:dkey-88n24.12,sidkey88n24.12
22194,si:dkey-88n24.5,sidkey88n24.5
22195,si:dkey-88n24.8,sidkey88n24.8
22196,si:dkey-88p24.11,sidkey88p24.11
22197,si:dkey-89b17.4,sidkey89b17.4
22198,si:dkey-8e10.2,sidkey8e10.2
22199,si:dkey-8e10.3,sidkey8e10.3
22200,si:dkey-8l13.5,sidkey8l13.5
22201,si:dkey-90a13.10,sidkey90a13.10
22202,si:dkey-90a24.1,sidkey90a24.1
22203,si:dkey-90l23.1,sidkey90l23.1
22204,si:dkey-90l23.2,sidkey90l23.2
22205,si:dkey-90l8.3,sidkey90l8.3
22206,si:dkey-90m5.4,sidkey90m5.4
22207,si:dkey-91f15.1,sidkey91f15.1
22208,si:dkey-91i10.2,sidkey91i10.2
22209,si:dkey-91i10.3,sidkey91i10.3
22210,si:dkey-91m11.5,sidkey91m11.5
22211,si:dkey-92f12.2,sidkey92f12.2
22212,si:dkey-92i15.4,sidkey92i15.4
22213,si:dkey-92i17.2,sidkey92i17.2
22214,si:dkey-92j12.5,sidkey92j12.5
22215,si:dkey-92j16.2,sidkey92j16.2
22216,si:dkey-93h22.7,sidkey93h22.7
22217,si:dkey-93h22.8,sidkey93h22.8
22218,si:dkey-93l1.6,sidkey93l1.6
22219,si:dkey-93m18.3,sidkey93m18.3
22220,si:dkey-93m18.4,sidkey93m18.4
22221,si:dkey-93m18.6,sidkey93m18.6
22222,si:dkey-93n13.1,sidkey93n13.1
22223,si:dkey-93n13.2,sidkey93n13.2
22224,si:dkey-94e7.1,sidkey94e7.1
22225,si:dkey-94e7.2,sidkey94e7.2
22226,si:dkey-94f20.4,sidkey94f20.4
22227,si:dkey-94l16.4,sidkey94l16.4
22228,si:dkey-95h12.1,sidkey95h12.1
22229,si:dkey-95p16.1,sidkey95p16.1
22230,si:dkey-95p16.2,sidkey95p16.2
22231,si:dkey-96f10.1,sidkey96f10.1
22232,si:dkey-96g2.1,sidkey96g2.1
22233,si:dkey-96l17.6,sidkey96l17.6
22234,si:dkey-97a13.12,sidkey97a13.12
22235,si:dkey-97a13.6,sidkey97a13.6
22236,si:dkey-97l20.6,sidkey97l20.6
22237,si:dkey-97o5.1,sidkey97o5.1
22238,si:dkey-98f17.3,sidkey98f17.3
22239,si:dkey-98f17.5,sidkey98f17.5
22240,si:dkey-98j1.5,sidkey98j1.5
22241,si:dkey-9a6.4,sidkey9a6.4
22242,si:dkey-9c18.3,sidkey9c18.3
22243,si:dkey-9i23.14,sidkey9i23.14
22244,si:dkey-9i23.15,sidkey9i23.15
22245,si:dkey-9i23.16,sidkey9i23.16
22246,si:dkey-9i23.4,sidkey9i23.4
22247,si:dkey-9i23.5,sidkey9i23.5
22248,si:dkey-9i23.6,sidkey9i23.6
22249,si:dkey-9i23.8,sidkey9i23.8
22250,si:dkey-9k7.3,sidkey9k7.3
22251,si:dkey-9l20.3,sidkey9l20.3
22252,si:dkey-9p24.5,sidkey9p24.5
22253,si:dkeyp-100a1.6,sidkeyp100a1.6
22254,si:dkeyp-100a5.4,sidkeyp100a5.4
22255,si:dkeyp-100h4.1,sidkeyp100h4.1
22256,si:dkeyp-101e12.1,sidkeyp101e12.1
22257,si:dkeyp-104b3.18,sidkeyp104b3.18
22258,si:dkeyp-104b3.21,sidkeyp104b3.21
22259,si:dkeyp-104f11.6,sidkeyp104f11.6
22260,si:dkeyp-104f11.8,sidkeyp104f11.8
22261,si:dkeyp-104h9.5,sidkeyp104h9.5
22262,si:dkeyp-106c3.1,sidkeyp106c3.1
22263,si:dkeyp-110a12.4,sidkeyp110a12.4
22264,si:dkeyp-110c7.4,sidkeyp110c7.4
22265,si:dkeyp-110e4.6,sidkeyp110e4.6
22266,si:dkeyp-110g5.4,sidkeyp110g5.4
22267,si:dkeyp-113d7.1,sidkeyp113d7.1
22268,si:dkeyp-113d7.10,sidkeyp113d7.10
22269,si:dkeyp-114g9.1,sidkeyp114g9.1
22270,si:dkeyp-115e12.6,sidkeyp115e12.6
22271,si:dkeyp-115e12.7,sidkeyp115e12.7
22272,si:dkeyp-117b11.1,sidkeyp117b11.1
22273,si:dkeyp-117b11.2,sidkeyp117b11.2
22274,si:dkeyp-117b11.3,sidkeyp117b11.3
22275,si:dkeyp-117b8.4,sidkeyp117b8.4
22276,si:dkeyp-117h8.4,sidkeyp117h8.4
22277,si:dkeyp-118a3.2,sidkeyp118a3.2
22278,si:dkeyp-118b1.2,sidkeyp118b1.2
22279,si:dkeyp-118h3.6,sidkeyp118h3.6
22280,si:dkeyp-11e3.1,sidkeyp11e3.1
22281,si:dkeyp-120h9.1,sidkeyp120h9.1
22282,si:dkeyp-121d2.7,sidkeyp121d2.7
22283,si:dkeyp-121d4.3,sidkeyp121d4.3
22284,si:dkeyp-122a9.1,sidkeyp122a9.1
22285,si:dkeyp-123a12.2,sidkeyp123a12.2
22286,si:dkeyp-123h10.2,sidkeyp123h10.2
22287,si:dkeyp-13a3.10,sidkeyp13a3.10
22288,si:dkeyp-14d3.1,sidkeyp14d3.1
22290,si:dkeyp-19e1.3,sidkeyp19e1.3
22291,si:dkeyp-1h4.6,sidkeyp1h4.6
22292,si:dkeyp-20e4.8,sidkeyp20e4.8
22293,si:dkeyp-20g2.1,sidkeyp20g2.1
22294,si:dkeyp-20g2.3,sidkeyp20g2.3
22295,si:dkeyp-23e4.3,sidkeyp23e4.3
22296,si:dkeyp-26a9.2,sidkeyp26a9.2
22297,si:dkeyp-27c8.1,sidkeyp27c8.1
22298,si:dkeyp-27c8.2,sidkeyp27c8.2
22299,si:dkeyp-27e10.3,sidkeyp27e10.3
22300,si:dkeyp-28d2.4,sidkeyp28d2.4
22301,si:dkeyp-2e4.2,sidkeyp2e4.2
22302,si:dkeyp-2e4.3,sidkeyp2e4.3
22303,si:dkeyp-2e4.5,sidkeyp2e4.5
22304,si:dkeyp-2e4.6,sidkeyp2e4.6
22305,si:dkeyp-2e4.7,sidkeyp2e4.7
22306,si:dkeyp-2e4.8,sidkeyp2e4.8
22307,si:dkeyp-30e7.2,sidkeyp30e7.2
22308,si:dkeyp-33b5.4,sidkeyp33b5.4
22309,si:dkeyp-33c10.7,sidkeyp33c10.7
22310,si:dkeyp-34c12.1,sidkeyp34c12.1
22311,si:dkeyp-35e5.10,sidkeyp35e5.10
22312,si:dkeyp-35e5.5,sidkeyp35e5.5
22313,si:dkeyp-35e5.9,sidkeyp35e5.9
22314,si:dkeyp-38g8.5,sidkeyp38g8.5
22315,si:dkeyp-3f10.11,sidkeyp3f10.11
22316,si:dkeyp-3f10.14,sidkeyp3f10.14
22317,si:dkeyp-3f10.16,sidkeyp3f10.16
22318,si:dkeyp-3f10.17,sidkeyp3f10.17
22319,si:dkeyp-41f9.3,sidkeyp41f9.3
22320,si:dkeyp-41f9.4,sidkeyp41f9.4
22321,si:dkeyp-44a8.2,sidkeyp44a8.2
22322,si:dkeyp-44a8.4,sidkeyp44a8.4
22323,si:dkeyp-44b5.5,sidkeyp44b5.5
22324,si:dkeyp-44d3.1,sidkeyp44d3.1
22325,si:dkeyp-44d3.3,sidkeyp44d3.3
22326,si:dkeyp-44d3.5,sidkeyp44d3.5
22327,si:dkeyp-46h3.2,sidkeyp46h3.2
22328,si:dkeyp-46h3.3,sidkeyp46h3.3
22329,si:dkeyp-46h3.5,sidkeyp46h3.5
22330,si:dkeyp-46h3.6,sidkeyp46h3.6
22331,si:dkeyp-46h3.8,sidkeyp46h3.8
22332,si:dkeyp-4c4.1,sidkeyp4c4.1
22333,si:dkeyp-4c4.2,sidkeyp4c4.2
22334,si:dkeyp-4c7.3,sidkeyp4c7.3
22335,si:dkeyp-4f2.1,sidkeyp4f2.1
22336,si:dkeyp-4f2.3,sidkeyp4f2.3
22337,si:dkeyp-4f2.6,sidkeyp4f2.6
22338,si:dkeyp-4h4.1,sidkeyp4h4.1
22339,si:dkeyp-50b9.1,sidkeyp50b9.1
22340,si:dkeyp-50d11.2,sidkeyp50d11.2
22341,si:dkeyp-50f7.2,sidkeyp50f7.2
22342,si:dkeyp-51b7.3,sidkeyp51b7.3
22343,si:dkeyp-51b9.3,sidkeyp51b9.3
22344,si:dkeyp-51f12.2,sidkeyp51f12.2
22345,si:dkeyp-51f12.3,sidkeyp51f12.3
22346,si:dkeyp-51g9.4,sidkeyp51g9.4
22347,si:dkeyp-52c3.7,sidkeyp52c3.7
22348,si:dkeyp-53d3.3,sidkeyp53d3.3
22349,si:dkeyp-53d3.5,sidkeyp53d3.5
22350,si:dkeyp-53d3.6,sidkeyp53d3.6
22351,si:dkeyp-53e4.1,sidkeyp53e4.1
22352,si:dkeyp-53e4.4,sidkeyp53e4.4
22353,si:dkeyp-55f12.3,sidkeyp55f12.3
22354,si:dkeyp-59c12.1,sidkeyp59c12.1
22355,si:dkeyp-5g9.1,sidkeyp5g9.1
22356,si:dkeyp-61b2.1,sidkeyp61b2.1
22357,si:dkeyp-66d1.7,sidkeyp66d1.7
22358,si:dkeyp-67a8.4,sidkeyp67a8.4
22359,si:dkeyp-67e1.6,sidkeyp67e1.6
22360,si:dkeyp-68b7.10,sidkeyp68b7.10
22361,si:dkeyp-68b7.12,sidkeyp68b7.12
22362,si:dkeyp-68b7.5,sidkeyp68b7.5
22363,si:dkeyp-68b7.7,sidkeyp68b7.7
22364,si:dkeyp-69b9.3,sidkeyp69b9.3
22365,si:dkeyp-69b9.6,sidkeyp69b9.6
22366,si:dkeyp-69c1.6,sidkeyp69c1.6
22367,si:dkeyp-69c1.9,sidkeyp69c1.9
22368,si:dkeyp-69e1.8,sidkeyp69e1.8
22369,si:dkeyp-6a3.1,sidkeyp6a3.1
22370,si:dkeyp-70f9.7,sidkeyp70f9.7
22371,si:dkeyp-71f10.5,sidkeyp71f10.5
22372,si:dkeyp-72a4.1,sidkeyp72a4.1
22373,si:dkeyp-72e1.6,sidkeyp72e1.6
22374,si:dkeyp-72e1.7,sidkeyp72e1.7
22375,si:dkeyp-72e1.9,sidkeyp72e1.9
22376,si:dkeyp-72g9.4,sidkeyp72g9.4
22377,si:dkeyp-72h1.1,sidkeyp72h1.1
22378,si:dkeyp-73a2.2,sidkeyp73a2.2
22379,si:dkeyp-73b11.8,sidkeyp73b11.8
22380,si:dkeyp-73d8.6,sidkeyp73d8.6
22381,si:dkeyp-73d8.8,sidkeyp73d8.8
22382,si:dkeyp-73d8.9,sidkeyp73d8.9
22383,si:dkeyp-74b6.2,sidkeyp74b6.2
22384,si:dkeyp-75b4.10,sidkeyp75b4.10
22385,si:dkeyp-75b4.9,sidkeyp75b4.9
22386,si:dkeyp-75h12.2,sidkeyp75h12.2
22387,si:dkeyp-75h12.5,sidkeyp75h12.5
22388,si:dkeyp-77c4.1,sidkeyp77c4.1
22389,si:dkeyp-77c4.5,sidkeyp77c4.5
22390,si:dkeyp-77c8.1,sidkeyp77c8.1
22391,si:dkeyp-77c8.2,sidkeyp77c8.2
22392,si:dkeyp-77c8.3,sidkeyp77c8.3
22393,si:dkeyp-77h1.4,sidkeyp77h1.4
22394,si:dkeyp-79b7.12,sidkeyp79b7.12
22395,si:dkeyp-79b7.3,sidkeyp79b7.3
22396,si:dkeyp-7a3.1,sidkeyp7a3.1
22397,si:dkeyp-80c12.4,sidkeyp80c12.4
22398,si:dkeyp-80c12.5,sidkeyp80c12.5
22399,si:dkeyp-80c12.7,sidkeyp80c12.7
22400,si:dkeyp-80d11.1,sidkeyp80d11.1
22401,si:dkeyp-80d11.10,sidkeyp80d11.10
22402,si:dkeyp-80d11.12,sidkeyp80d11.12
22403,si:dkeyp-80d11.14,sidkeyp80d11.14
22404,si:dkeyp-80d11.4,sidkeyp80d11.4
22405,si:dkeyp-81f3.4,sidkeyp81f3.4
22406,si:dkeyp-82a1.2,sidkeyp82a1.2
22407,si:dkeyp-82a1.3,sidkeyp82a1.3
22408,si:dkeyp-82a1.4,sidkeyp82a1.4
22409,si:dkeyp-82a1.6,sidkeyp82a1.6
22410,si:dkeyp-82a1.8,sidkeyp82a1.8
22411,si:dkeyp-82b4.2,sidkeyp82b4.2
22412,si:dkeyp-82b4.3,sidkeyp82b4.3
22413,si:dkeyp-82b4.6,sidkeyp82b4.6
22414,si:dkeyp-82h4.3,sidkeyp82h4.3
22415,si:dkeyp-84f3.5,sidkeyp84f3.5
22416,si:dkeyp-84f3.9,sidkeyp84f3.9
22417,si:dkeyp-85d8.5,sidkeyp85d8.5
22418,si:dkeyp-85e10.3,sidkeyp85e10.3
22419,si:dkeyp-86c4.1,sidkeyp86c4.1
22420,si:dkeyp-86d6.2,sidkeyp86d6.2
22421,si:dkeyp-86f7.4,sidkeyp86f7.4
22422,si:dkeyp-86h10.3,sidkeyp86h10.3
22423,si:dkeyp-87a6.2,sidkeyp87a6.2
22424,si:dkeyp-87d8.8,sidkeyp87d8.8
22425,si:dkeyp-87e7.4,sidkeyp87e7.4
22426,si:dkeyp-92c9.2,sidkeyp92c9.2
22427,si:dkeyp-92c9.4,sidkeyp92c9.4
22428,si:dkeyp-93d12.1,sidkeyp93d12.1
22429,si:dkeyp-93h6.1,sidkeyp93h6.1
22430,si:dkeyp-94g1.1,sidkeyp94g1.1
22431,si:dkeyp-97a10.1,sidkeyp97a10.1
22432,si:dkeyp-97a10.2,sidkeyp97a10.2
22433,si:dkeyp-97a10.3,sidkeyp97a10.3
22434,si:dkeyp-97b10.3,sidkeyp97b10.3
22435,si:dkeyp-98a7.4,sidkeyp98a7.4
22436,si:dkeyp-98a7.7,sidkeyp98a7.7
22437,si:dkeyp-98a7.8,sidkeyp98a7.8
22438,si:dkeyp-98a7.9,sidkeyp98a7.9
22439,si:dkeyp-9d4.3,sidkeyp9d4.3
22440,si:rp71-15k1.1,sirp7115k1.1
22441,si:rp71-17i16.5,sirp7117i16.5
22442,si:rp71-19m20.1,sirp7119m20.1
22443,si:rp71-1c10.10,sirp711c10.10
22444,si:rp71-1c10.8,sirp711c10.8
22445,si:rp71-1d10.8,sirp711d10.8
22446,si:rp71-1f1.4,sirp711f1.4
22447,si:rp71-1g18.1,sirp711g18.1
22448,si:rp71-1g18.13,sirp711g18.13
22449,si:rp71-1h20.5,sirp711h20.5
22450,si:rp71-1h20.9,sirp711h20.9
22451,si:rp71-1h3.1,sirp711h3.1
22452,si:rp71-1i20.1,sirp711i20.1
22453,si:rp71-1i20.2,sirp711i20.2
22454,si:rp71-1k13.6,sirp711k13.6
22455,si:rp71-23d18.8,sirp7123d18.8
22456,si:rp71-36a1.1,sirp7136a1.1
22457,si:rp71-36a1.2,sirp7136a1.2
22458,si:rp71-36a1.3,sirp7136a1.3
22459,si:rp71-36a1.5,sirp7136a1.5
22460,si:rp71-39b20.4,sirp7139b20.4
22461,si:rp71-45g20.10,sirp7145g20.10
22462,si:rp71-45g20.11,sirp7145g20.11
22463,si:rp71-45g20.4,sirp7145g20.4
22464,si:rp71-45k5.2,sirp7145k5.2
22465,si:rp71-45k5.4,sirp7145k5.4
22466,si:rp71-46j2.7,sirp7146j2.7
22467,si:rp71-68n21.9,sirp7168n21.9
22468,si:rp71-77l1.1,sirp7177l1.1
22469,si:rp71-77l1.2,sirp7177l1.2
22470,si:rp71-79p20.2,sirp7179p20.2
22471,si:rp71-80o10.4,sirp7180o10.4
22472,si:rp71-81e14.2,sirp7181e14.2
22473,si:rp71-84d9.1,sirp7184d9.1
22474,si:zfos-1011f11.2,sizfos1011f11.2
22475,si:zfos-1069f5.1,sizfos1069f5.1
22476,si:zfos-1192g2.3,sizfos1192g2.3
22477,si:zfos-128g4.1,sizfos128g4.1
22478,si:zfos-128g4.2,sizfos128g4.2
22479,si:zfos-1505d6.3,sizfos1505d6.3
22480,si:zfos-169g10.3,sizfos169g10.3
22481,si:zfos-1714f5.3,sizfos1714f5.3
22482,si:zfos-1714f5.4,sizfos1714f5.4
22483,si:zfos-1897c11.1,sizfos1897c11.1
22484,si:zfos-2070c2.3,sizfos2070c2.3
22485,si:zfos-2131b9.2,sizfos2131b9.2
22486,si:zfos-2326c3.2,sizfos2326c3.2
22487,si:zfos-2330d3.1,sizfos2330d3.1
22488,si:zfos-2330d3.3,sizfos2330d3.3
22489,si:zfos-323e3.4,sizfos323e3.4
22490,si:zfos-364h11.2,sizfos364h11.2
22491,si:zfos-411a11.2,sizfos411a11.2
22492,si:zfos-451d2.2,sizfos451d2.2
22493,si:zfos-452g4.1,sizfos452g4.1
22494,si:zfos-464b6.2,sizfos464b6.2
22495,si:zfos-741a10.3,sizfos741a10.3
22496,si:zfos-754c12.2,sizfos754c12.2
22497,si:zfos-80g12.1,sizfos80g12.1
22498,si:zfos-905g2.1,sizfos905g2.1
22499,si:zfos-911d5.4,sizfos911d5.4
22500,si:zfos-943e10.1,sizfos943e10.1
22501,siae,siae
22502,siah1,siah1
22503,siah2l,siah2l
22504,sid1,sid1
22505,sidt2,sidt2
22506,sigirr,sigirr
22507,siglec15l,siglec15l
22508,sigmar1,sigmar1
22509,sik1,sik1
22510,sik2a,sik2a
22511,sik2b,sik2b
22512,sik3,sik3
22513,SIKE1,SIKE1
22514,sil1,sil1
22515,sim1a,sim1a
22516,sim1b,sim1b
22517,sin3aa,sin3aa
22518,sin3ab,sin3ab
22519,sin3b,sin3b
22520,sinhcaf,sinhcaf
22521,sinup,sinup
22522,SIPA1,SIPA1
22523,sipa1l1,sipa1l1
22524,sipa1l3,sipa1l3
22525,sirt1,sirt1
22526,sirt2,sirt2
22527,sirt3,sirt3
22528,sirt4,sirt4
22529,sirt5,sirt5
22530,sirt6,sirt6
22531,siva1,siva1
22532,six1a,six1a
22533,six1b,six1b
22534,six2a,six2a
22535,six2b,six2b
22536,six3a,six3a
22537,six3b,six3b
22538,six4a,six4a
22539,six4b,six4b
22540,six5,six5
22541,six6a,six6a
22542,six6b,six6b
22543,six7,six7
22544,six9,six9
22545,ska1,ska1
22546,ska2,ska2
22547,ska3,ska3
22548,skap1,skap1
22549,skap2,skap2
22550,skia,skia
22551,skib,skib
22552,skila,skila
22553,skilb,skilb
22554,skiv2l,skiv2l
22555,skor1a,skor1a
22556,skor1b,skor1b
22557,skp1,skp1
22558,skp2,skp2
22559,sla1,sla1
22560,sla2,sla2
22561,slain1a,slain1a
22562,slain1b,slain1b
22563,slain2,slain2
22564,slbp,slbp
22565,slbp2,slbp2
22566,slc10a1,slc10a1
22567,slc10a2,slc10a2
22568,slc10a3,slc10a3
22569,slc10a4,slc10a4
22570,slc10a7,slc10a7
22571,slc11a2,slc11a2
22572,slc12a1,slc12a1
22573,slc12a10.1,slc12a10.1
22574,slc12a2,slc12a2
22575,slc12a3,slc12a3
22576,slc12a4,slc12a4
22577,slc12a5a,slc12a5a
22578,slc12a5b,slc12a5b
22579,slc12a7a,slc12a7a
22580,slc12a7b,slc12a7b
22581,slc12a8,slc12a8
22582,slc12a9,slc12a9
22583,slc13a1,slc13a1
22584,slc13a2,slc13a2
22585,slc13a3,slc13a3
22586,slc13a4,slc13a4
22587,slc13a5a,slc13a5a
22588,slc13a5b,slc13a5b
22589,slc14a2,slc14a2
22590,slc15a1a,slc15a1a
22591,slc15a1b,slc15a1b
22592,slc15a2,slc15a2
22593,slc15a4,slc15a4
22594,SLC15A5,SLC15A5
22595,slc16a10,slc16a10
22596,slc16a12a,slc16a12a
22597,slc16a12b,slc16a12b
22598,slc16a13,slc16a13
22599,slc16a1a,slc16a1a
22600,slc16a1b,slc16a1b
22601,slc16a3,slc16a3
22602,slc16a4,slc16a4
22603,slc16a5a,slc16a5a
22604,slc16a5b,slc16a5b
22605,SLC16A6,SLC16A6
22606,slc16a8,slc16a8
22607,slc16a9a,slc16a9a
22608,slc16a9b,slc16a9b
22609,slc17a5,slc17a5
22610,slc17a6a,slc17a6a
22611,slc17a6b,slc17a6b
22612,slc17a7a,slc17a7a
22613,slc17a7b,slc17a7b
22614,slc17a8,slc17a8
22615,slc17a9a,slc17a9a
22616,slc17a9b,slc17a9b
22617,SLC18A1,SLC18A1
22618,slc18a2,slc18a2
22619,slc18a3a,slc18a3a
22620,slc18a3b,slc18a3b
22621,slc18b1,slc18b1
22622,slc19a1,slc19a1
22623,slc19a2,slc19a2
22624,slc19a3a,slc19a3a
22625,slc19a3b,slc19a3b
22626,slc1a1,slc1a1
22627,slc1a2b,slc1a2b
22628,slc1a3a,slc1a3a
22629,slc1a3b,slc1a3b
22630,slc1a4,slc1a4
22631,slc1a5,slc1a5
22632,slc1a6,slc1a6
22633,slc1a7a,slc1a7a
22634,slc1a7b,slc1a7b
22635,slc1a8b,slc1a8b
22636,slc1a9,slc1a9
22637,slc20a1a,slc20a1a
22638,slc20a1b,slc20a1b
22639,slc20a2,slc20a2
22640,slc22a13a,slc22a13a
22641,slc22a13b,slc22a13b
22642,slc22a15,slc22a15
22643,slc22a16,slc22a16
22644,slc22a17,slc22a17
22645,slc22a18,slc22a18
22646,slc22a2,slc22a2
22647,slc22a21,slc22a21
22648,slc22a23,slc22a23
22649,slc22a31,slc22a31
22650,slc22a4,slc22a4
22651,slc22a5,slc22a5
22652,slc22a6l,slc22a6l
22653,slc22a7b.1,slc22a7b.1
22654,slc22a7b.2,slc22a7b.2
22655,slc22a7b.3,slc22a7b.3
22656,slc23a1,slc23a1
22657,slc23a2,slc23a2
22658,slc23a3,slc23a3
22659,slc24a1,slc24a1
22660,slc24a2,slc24a2
22661,slc24a3,slc24a3
22662,slc24a4a,slc24a4a
22663,slc24a4b,slc24a4b
22664,slc24a5,slc24a5
22665,slc25a10,slc25a10
22666,slc25a11,slc25a11
22667,slc25a12,slc25a12
22668,slc25a13,slc25a13
22669,slc25a14,slc25a14
22670,slc25a15a,slc25a15a
22671,slc25a15b,slc25a15b
22672,slc25a16,slc25a16
22673,slc25a17,slc25a17
22674,slc25a18,slc25a18
22675,slc25a19,slc25a19
22676,slc25a1a,slc25a1a
22677,slc25a1b,slc25a1b
22678,slc25a20,slc25a20
22679,slc25a21,slc25a21
22680,slc25a22a,slc25a22a
22681,slc25a22b,slc25a22b
22682,slc25a23a,slc25a23a
22683,slc25a23b,slc25a23b
22684,slc25a24,slc25a24
22685,slc25a24l,slc25a24l
22686,slc25a25a,slc25a25a
22687,slc25a25b,slc25a25b
22688,slc25a26,slc25a26
22689,slc25a27,slc25a27
22690,slc25a28,slc25a28
22691,slc25a32a,slc25a32a
22692,slc25a32b,slc25a32b
22693,slc25a33,slc25a33
22694,slc25a34,slc25a34
22695,slc25a36a,slc25a36a
22696,slc25a36b,slc25a36b
22697,slc25a37,slc25a37
22698,slc25a38a,slc25a38a
22699,slc25a38b,slc25a38b
22700,slc25a39,slc25a39
22701,slc25a3a,slc25a3a
22702,slc25a3b,slc25a3b
22703,slc25a4,slc25a4
22704,slc25a42,slc25a42
22705,slc25a43,slc25a43
22706,slc25a44a,slc25a44a
22707,slc25a44b,slc25a44b
22708,slc25a46,slc25a46
22709,slc25a47a,slc25a47a
22710,slc25a47b,slc25a47b
22711,slc25a48,slc25a48
22712,slc25a5,slc25a5
22713,slc25a51a,slc25a51a
22714,slc25a51b,slc25a51b
22715,slc25a55a,slc25a55a
22716,slc25a55b,slc25a55b
22717,slc25a6,slc25a6
22718,slc26a1,slc26a1
22719,slc26a10,slc26a10
22720,slc26a11,slc26a11
22721,slc26a2,slc26a2
22722,slc26a3.1,slc26a3.1
22723,slc26a5,slc26a5
22724,slc26a6,slc26a6
22725,slc26a6l,slc26a6l
22726,slc27a1a,slc27a1a
22727,slc27a2a,slc27a2a
22728,slc27a4,slc27a4
22729,slc27a6,slc27a6
22730,slc28a1,slc28a1
22731,slc29a1a,slc29a1a
22732,slc29a1b,slc29a1b
22733,slc29a2,slc29a2
22734,slc29a3,slc29a3
22735,slc29a4,slc29a4
22737,slc2a10,slc2a10
22738,slc2a11a,slc2a11a
22739,slc2a11b,slc2a11b
22740,slc2a11l,slc2a11l
22741,slc2a12,slc2a12
22742,slc2a13b,slc2a13b
22743,slc2a15a,slc2a15a
22744,slc2a15b,slc2a15b
22745,slc2a1a,slc2a1a
22746,slc2a1b,slc2a1b
22747,slc2a2,slc2a2
22748,slc2a3a,slc2a3a
22749,slc2a3b,slc2a3b
22750,slc2a5,slc2a5
22751,slc2a6,slc2a6
22752,slc2a8,slc2a8
22753,slc2a9l1,slc2a9l1
22754,slc2a9l2,slc2a9l2
22755,slc30a10,slc30a10
22756,slc30a1a,slc30a1a
