"","gene","stage","counts_sum"
"55559","selenok","3Month",93026
"55560","selenok","72hpf",20004
"55561","selenom","21Day",7041
"55562","selenom","22Month",7528
"55563","selenom","24hpf",2871
"55564","selenom","3Month",15401
"55565","selenom","72hpf",9883
"55566","selenon","21Day",3460
"55567","selenon","22Month",2671
"55568","selenon","24hpf",2041
"55569","selenon","3Month",4771
"55570","selenon","72hpf",8768
"55571","selenoo1","21Day",2316
"55572","selenoo1","22Month",20190
"55573","selenoo1","24hpf",443
"55574","selenoo1","3Month",19596
"55575","selenoo1","72hpf",1377
"55576","selenop","21Day",19982
"55577","selenop","22Month",1042604
"55578","selenop","24hpf",429
"55579","selenop","3Month",1733989
"55580","selenop","72hpf",14624
"55581","selenop2","21Day",449
"55582","selenop2","22Month",105854
"55583","selenop2","24hpf",70
"55584","selenop2","3Month",95722
"55585","selenop2","72hpf",316
"55586","selenos","21Day",5146
"55587","selenos","22Month",40074
"55588","selenos","24hpf",1074
"55589","selenos","3Month",35513
"55590","selenos","72hpf",5817
"55591","selenot1a","21Day",6304
"55592","selenot1a","22Month",33306
"55593","selenot1a","24hpf",2437
"55594","selenot1a","3Month",54476
"55595","selenot1a","72hpf",11073
"55596","selenot1b","21Day",17948
"55597","selenot1b","22Month",27939
"55598","selenot1b","24hpf",7271
"55599","selenot1b","3Month",32926
"55600","selenot1b","72hpf",21405
"55601","selenot2","21Day",7835
"55602","selenot2","22Month",20656
"55603","selenot2","24hpf",4470
"55604","selenot2","3Month",34801
"55605","selenot2","72hpf",16909
"55606","selenou1a","21Day",3399
"55607","selenou1a","22Month",64808
"55608","selenou1a","24hpf",1067
"55609","selenou1a","3Month",103045
"55610","selenou1a","72hpf",3841
"55611","selenow1","21Day",26693
"55612","selenow1","22Month",123014
"55613","selenow1","24hpf",9211
"55614","selenow1","3Month",363026
"55615","selenow1","72hpf",48387
"55616","selenow2a","21Day",6163
"55617","selenow2a","22Month",31497
"55618","selenow2a","24hpf",6472
"55619","selenow2a","3Month",53683
"55620","selenow2a","72hpf",20136
"55621","selenow2b","21Day",7101
"55622","selenow2b","22Month",7551
"55623","selenow2b","24hpf",305
"55624","selenow2b","3Month",60228
"55625","selenow2b","72hpf",9114
"55626","selp","21Day",158
"55627","selp","22Month",9184
"55628","selp","24hpf",4
"55629","selp","3Month",10772
"55630","selp","72hpf",38
"55631","selplg","21Day",1154
"55632","selplg","22Month",3877
"55633","selplg","24hpf",369
"55634","selplg","3Month",6291
"55635","selplg","72hpf",181
"55636","sem1","21Day",21919
"55637","sem1","22Month",99816
"55638","sem1","24hpf",17054
"55639","sem1","3Month",130066
"55640","sem1","72hpf",34124
"55641","sema3aa","21Day",4370
"55642","sema3aa","22Month",2365
"55643","sema3aa","24hpf",1708
"55644","sema3aa","3Month",4132
"55645","sema3aa","72hpf",10633
"55646","sema3b","21Day",243
"55647","sema3b","22Month",143
"55648","sema3b","24hpf",37
"55649","sema3b","3Month",236
"55650","sema3b","72hpf",373
"55651","sema3bl","21Day",1192
"55652","sema3bl","22Month",295
"55653","sema3bl","24hpf",225
"55654","sema3bl","3Month",1224
"55655","sema3bl","72hpf",3857
"55656","sema3d","21Day",6615
"55657","sema3d","22Month",589
"55658","sema3d","24hpf",574
"55659","sema3d","3Month",4562
"55660","sema3d","72hpf",6786
"55661","sema3e","21Day",260
"55662","sema3e","22Month",135
"55663","sema3e","24hpf",52
"55664","sema3e","3Month",647
"55665","sema3e","72hpf",303
"55666","sema3fa","21Day",1445
"55667","sema3fa","22Month",2749
"55668","sema3fa","24hpf",903
"55669","sema3fa","3Month",5854
"55670","sema3fa","72hpf",3035
"55671","sema3fb","21Day",2236
"55672","sema3fb","22Month",3389
"55673","sema3fb","24hpf",1060
"55674","sema3fb","3Month",7124
"55675","sema3fb","72hpf",3881
"55676","sema3gb","21Day",28
"55677","sema3gb","22Month",59
"55678","sema3gb","24hpf",26
"55679","sema3gb","3Month",54
"55680","sema3gb","72hpf",89
"55681","sema3h","21Day",75
"55682","sema3h","22Month",278
"55683","sema3h","24hpf",28
"55684","sema3h","3Month",319
"55685","sema3h","72hpf",168
"55686","sema4ab","21Day",2012
"55687","sema4ab","22Month",10209
"55688","sema4ab","24hpf",832
"55689","sema4ab","3Month",11180
"55690","sema4ab","72hpf",2972
"55691","sema4ba","21Day",342
"55692","sema4ba","22Month",211
"55693","sema4ba","24hpf",59
"55694","sema4ba","3Month",193
"55695","sema4ba","72hpf",269
"55696","sema4bb","21Day",2123
"55697","sema4bb","22Month",8627
"55698","sema4bb","24hpf",1471
"55699","sema4bb","3Month",11491
"55700","sema4bb","72hpf",4613
"55701","sema4e","21Day",434
"55702","sema4e","22Month",1655
"55703","sema4e","24hpf",354
"55704","sema4e","3Month",5158
"55705","sema4e","72hpf",981
"55706","sema5a","21Day",1296
"55707","sema5a","22Month",975
"55708","sema5a","24hpf",225
"55709","sema5a","3Month",1453
"55710","sema5a","72hpf",2616
"55711","sema5ba","21Day",31
"55712","sema5ba","22Month",47
"55713","sema5ba","24hpf",61
"55714","sema5ba","3Month",76
"55715","sema5ba","72hpf",151
"55716","sema5bb","21Day",30
"55717","sema5bb","22Month",50
"55718","sema5bb","24hpf",24
"55719","sema5bb","3Month",33
"55720","sema5bb","72hpf",51
"55721","sema6d","21Day",1926
"55722","sema6d","22Month",1627
"55723","sema6d","24hpf",2943
"55724","sema6d","3Month",2618
"55725","sema6d","72hpf",5235
"55726","sema6dl","21Day",405
"55727","sema6dl","22Month",339
"55728","sema6dl","24hpf",388
"55729","sema6dl","3Month",582
"55730","sema6dl","72hpf",690
"55731","sema6e","21Day",1664
"55732","sema6e","22Month",2009
"55733","sema6e","24hpf",372
"55734","sema6e","3Month",4995
"55735","sema6e","72hpf",6070
"55736","sema7a","21Day",807
"55737","sema7a","22Month",1323
"55738","sema7a","24hpf",70
"55739","sema7a","3Month",681
"55740","sema7a","72hpf",347
"55741","senp2","21Day",4365
"55742","senp2","22Month",19388
"55743","senp2","24hpf",1356
"55744","senp2","3Month",32940
"55745","senp2","72hpf",7248
"55746","senp3a","21Day",2144
"55747","senp3a","22Month",2543
"55748","senp3a","24hpf",1689
"55749","senp3a","3Month",5079
"55750","senp3a","72hpf",5959
"55751","senp3b","21Day",1458
"55752","senp3b","22Month",2253
"55753","senp3b","24hpf",1432
"55754","senp3b","3Month",3997
"55755","senp3b","72hpf",3965
"55756","senp5","21Day",836
"55757","senp5","22Month",1095
"55758","senp5","24hpf",428
"55759","senp5","3Month",1989
"55760","senp5","72hpf",2376
"55761","senp6a","21Day",1825
"55762","senp6a","22Month",4683
"55763","senp6a","24hpf",1719
"55764","senp6a","3Month",9842
"55765","senp6a","72hpf",5035
"55766","senp7b","21Day",1193
"55767","senp7b","22Month",6532
"55768","senp7b","24hpf",650
"55769","senp7b","3Month",12791
"55770","senp7b","72hpf",2765
"55771","senp8","21Day",120
"55772","senp8","22Month",236
"55773","senp8","24hpf",27
"55774","senp8","3Month",322
"55775","senp8","72hpf",100
"55776","sephs1","21Day",4183
"55777","sephs1","22Month",1706
"55778","sephs1","24hpf",4147
"55779","sephs1","3Month",5365
"55780","sephs1","72hpf",9469
"55781","sephs2","21Day",7939
"55782","sephs2","22Month",31168
"55783","sephs2","24hpf",1305
"55784","sephs2","3Month",44039
"55785","sephs2","72hpf",9034
"55786","sepsecs","21Day",754
"55787","sepsecs","22Month",11878
"55788","sepsecs","24hpf",289
"55789","sepsecs","3Month",20458
"55790","sepsecs","72hpf",658
"55791","sept10","21Day",8569
"55792","sept10","22Month",12261
"55793","sept10","24hpf",5371
"55794","sept10","3Month",32066
"55795","sept10","72hpf",15038
"55796","sept12","21Day",2717
"55797","sept12","22Month",6768
"55798","sept12","24hpf",3484
"55799","sept12","3Month",9806
"55800","sept12","72hpf",6057
"55801","sept15","21Day",8218
"55802","sept15","22Month",5205
"55803","sept15","24hpf",5177
"55804","sept15","3Month",12782
"55805","sept15","72hpf",15647
"55806","sept2","21Day",8842
"55807","sept2","22Month",17333
"55808","sept2","24hpf",6649
"55809","sept2","3Month",34077
"55810","sept2","72hpf",18008
"55811","sept3","21Day",4327
"55812","sept3","22Month",1260
"55813","sept3","24hpf",847
"55814","sept3","3Month",3565
"55815","sept3","72hpf",13061
"55816","sept4a","21Day",585
"55817","sept4a","22Month",601
"55818","sept4a","24hpf",155
"55819","sept4a","3Month",2254
"55820","sept4a","72hpf",2665
"55821","sept5a","21Day",1088
"55822","sept5a","22Month",2122
"55823","sept5a","24hpf",543
"55824","sept5a","3Month",4096
"55825","sept5a","72hpf",3799
"55826","sept6","21Day",11054
"55827","sept6","22Month",30488
"55828","sept6","24hpf",6403
"55829","sept6","3Month",55581
"55830","sept6","72hpf",12870
"55831","sept7a","21Day",8167
"55832","sept7a","22Month",9870
"55833","sept7a","24hpf",4001
"55834","sept7a","3Month",20390
"55835","sept7a","72hpf",14623
"55836","sept7b","21Day",6490
"55837","sept7b","22Month",22241
"55838","sept7b","24hpf",3386
"55839","sept7b","3Month",37277
"55840","sept7b","72hpf",12040
"55841","sept8a","21Day",6871
"55842","sept8a","22Month",8062
"55843","sept8a","24hpf",3633
"55844","sept8a","3Month",26277
"55845","sept8a","72hpf",13690
"55846","sept8b","21Day",360
"55847","sept8b","22Month",1369
"55848","sept8b","24hpf",37
"55849","sept8b","3Month",4594
"55850","sept8b","72hpf",940
"55851","sept9a","21Day",6780
"55852","sept9a","22Month",14225
"55853","sept9a","24hpf",2147
"55854","sept9a","3Month",25309
"55855","sept9a","72hpf",9718
"55856","sept9b","21Day",3018
"55857","sept9b","22Month",5390
"55858","sept9b","24hpf",1679
"55859","sept9b","3Month",17484
"55860","sept9b","72hpf",2697
"55861","serac1","21Day",606
"55862","serac1","22Month",1721
"55863","serac1","24hpf",77
"55864","serac1","3Month",4705
"55865","serac1","72hpf",986
"55866","serbp1a","21Day",206735
"55867","serbp1a","22Month",782365
"55868","serbp1a","24hpf",137134
"55869","serbp1a","3Month",872284
"55870","serbp1a","72hpf",267881
"55871","serbp1b","21Day",2430
"55872","serbp1b","22Month",3605
"55873","serbp1b","24hpf",1011
"55874","serbp1b","3Month",7400
"55875","serbp1b","72hpf",2580
"55876","serf2","21Day",18465
"55877","serf2","22Month",179476
"55878","serf2","24hpf",17072
"55879","serf2","3Month",274792
"55880","serf2","72hpf",32873
"55881","sergef","21Day",351
"55882","sergef","22Month",1196
"55883","sergef","24hpf",80
"55884","sergef","3Month",3691
"55885","sergef","72hpf",286
"55886","serhl","21Day",2239
"55887","serhl","22Month",3073
"55888","serhl","24hpf",176
"55889","serhl","3Month",5623
"55890","serhl","72hpf",1748
"55891","serinc1","21Day",12467
"55892","serinc1","22Month",56716
"55893","serinc1","24hpf",2221
"55894","serinc1","3Month",86880
"55895","serinc1","72hpf",24316
"55896","serinc2","21Day",4529
"55897","serinc2","22Month",14707
"55898","serinc2","24hpf",1294
"55899","serinc2","3Month",22814
"55900","serinc2","72hpf",6086
"55901","serinc4","21Day",380
"55902","serinc4","22Month",378
"55903","serinc4","24hpf",97
"55904","serinc4","3Month",434
"55905","serinc4","72hpf",1105
"55906","serinc5","21Day",10088
"55907","serinc5","22Month",11743
"55908","serinc5","24hpf",9296
"55909","serinc5","3Month",16270
"55910","serinc5","72hpf",23443
"55911","serp1","21Day",14513
"55912","serp1","22Month",142467
"55913","serp1","24hpf",3637
"55914","serp1","3Month",97511
"55915","serp1","72hpf",16635
"55916","serpina1","21Day",23729
"55917","serpina1","22Month",2130702
"55918","serpina1","24hpf",81
"55919","serpina1","3Month",1550420
"55920","serpina1","72hpf",3318
"55921","serpina10a","21Day",3049
"55922","serpina10a","22Month",13531
"55923","serpina10a","24hpf",463
"55924","serpina10a","3Month",17947
"55925","serpina10a","72hpf",2813
"55926","serpina1l","21Day",37507
"55927","serpina1l","22Month",2980122
"55928","serpina1l","24hpf",137
"55929","serpina1l","3Month",3389745
"55930","serpina1l","72hpf",7379
"55931","serpinb1","21Day",7132
"55932","serpinb1","22Month",39147
"55933","serpinb1","24hpf",815
"55934","serpinb1","3Month",109696
"55935","serpinb1","72hpf",6490
"55936","serpinb14","21Day",2433
"55937","serpinb14","22Month",2468
"55938","serpinb14","24hpf",191
"55939","serpinb14","3Month",3264
"55940","serpinb14","72hpf",380
"55941","serpinb1l1","21Day",2100
"55942","serpinb1l1","22Month",14276
"55943","serpinb1l1","24hpf",72
"55944","serpinb1l1","3Month",24197
"55945","serpinb1l1","72hpf",166
"55946","serpinb1l2","21Day",649
"55947","serpinb1l2","22Month",1130
"55948","serpinb1l2","24hpf",164
"55949","serpinb1l2","3Month",2095
"55950","serpinb1l2","72hpf",547
"55951","serpinb1l3","21Day",6760
"55952","serpinb1l3","22Month",39889
"55953","serpinb1l3","24hpf",518
"55954","serpinb1l3","3Month",65045
"55955","serpinb1l3","72hpf",3592
"55956","serpinb1l4","21Day",2134
"55957","serpinb1l4","22Month",1539
"55958","serpinb1l4","24hpf",31
"55959","serpinb1l4","3Month",7497
"55960","serpinb1l4","72hpf",44
"55961","serpinc1","21Day",4349
"55962","serpinc1","22Month",294708
"55963","serpinc1","24hpf",30
"55964","serpinc1","3Month",307956
"55965","serpinc1","72hpf",1489
"55966","serpine1","21Day",30292
"55967","serpine1","22Month",422664
"55968","serpine1","24hpf",2664
"55969","serpine1","3Month",319346
"55970","serpine1","72hpf",44223
"55971","serpine2","21Day",5478
"55972","serpine2","22Month",12006
"55973","serpine2","24hpf",2855
"55974","serpine2","3Month",19771
"55975","serpine2","72hpf",6830
"55976","serpine3","21Day",324
"55977","serpine3","22Month",1279
"55978","serpine3","24hpf",79
"55979","serpine3","3Month",819
"55980","serpine3","72hpf",159
"55981","serpinf1","21Day",4476
"55982","serpinf1","22Month",4431
"55983","serpinf1","24hpf",219
"55984","serpinf1","3Month",14194
"55985","serpinf1","72hpf",7137
"55986","serpinf2b","21Day",2396
"55987","serpinf2b","22Month",182476
"55988","serpinf2b","24hpf",132
"55989","serpinf2b","3Month",171517
"55990","serpinf2b","72hpf",3391
"55991","serping1","21Day",354
"55992","serping1","22Month",238483
"55993","serping1","24hpf",27
"55994","serping1","3Month",167731
"55995","serping1","72hpf",103
"55996","serpinh1a","21Day",4737
"55997","serpinh1a","22Month",2477
"55998","serpinh1a","24hpf",1349
"55999","serpinh1a","3Month",6294
"56000","serpinh1a","72hpf",5393
"56001","serpinh1b","21Day",46693
"56002","serpinh1b","22Month",34592
"56003","serpinh1b","24hpf",3424
"56004","serpinh1b","3Month",98326
"56005","serpinh1b","72hpf",81302
"56006","serpinh2","21Day",949
"56007","serpinh2","22Month",2243
"56008","serpinh2","24hpf",682
"56009","serpinh2","3Month",4016
"56010","serpinh2","72hpf",2659
"56011","sertad2a","21Day",849
"56012","sertad2a","22Month",6405
"56013","sertad2a","24hpf",936
"56014","sertad2a","3Month",6245
"56015","sertad2a","72hpf",1271
"56016","sertad2b","21Day",2602
"56017","sertad2b","22Month",5781
"56018","sertad2b","24hpf",542
"56019","sertad2b","3Month",10428
"56020","sertad2b","72hpf",3944
"56021","sertad4","21Day",3329
"56022","sertad4","22Month",1404
"56023","sertad4","24hpf",443
"56024","sertad4","3Month",3411
"56025","sertad4","72hpf",4331
"56026","sesn1","21Day",17709
"56027","sesn1","22Month",41076
"56028","sesn1","24hpf",1936
"56029","sesn1","3Month",63505
"56030","sesn1","72hpf",13580
"56031","sesn2","21Day",1854
"56032","sesn2","22Month",5862
"56033","sesn2","24hpf",396
"56034","sesn2","3Month",5672
"56035","sesn2","72hpf",2739
"56036","sesn3","21Day",1102
"56037","sesn3","22Month",6705
"56038","sesn3","24hpf",610
"56039","sesn3","3Month",12313
"56040","sesn3","72hpf",1347
"56041","sestd1","21Day",6056
"56042","sestd1","22Month",5546
"56043","sestd1","24hpf",3334
"56044","sestd1","3Month",6991
"56045","sestd1","72hpf",12835
"56046","seta","21Day",74706
"56047","seta","22Month",49035
"56048","seta","24hpf",67438
"56049","seta","3Month",76078
"56050","seta","72hpf",138715
"56051","setb","21Day",63323
"56052","setb","22Month",118396
"56053","setb","24hpf",54168
"56054","setb","3Month",146587
"56055","setb","72hpf",92707
"56056","setbp1","21Day",770
"56057","setbp1","22Month",235
"56058","setbp1","24hpf",192
"56059","setbp1","3Month",471
"56060","setbp1","72hpf",732
"56061","setd1a","21Day",2828
"56062","setd1a","22Month",3619
"56063","setd1a","24hpf",1556
"56064","setd1a","3Month",5854
"56065","setd1a","72hpf",7536
"56066","setd1ba","21Day",1578
"56067","setd1ba","22Month",3914
"56068","setd1ba","24hpf",605
"56069","setd1ba","3Month",5251
"56070","setd1ba","72hpf",2659
"56071","setd2","21Day",7598
"56072","setd2","22Month",6322
"56073","setd2","24hpf",6970
"56074","setd2","3Month",10622
"56075","setd2","72hpf",17540
"56076","setd3","21Day",4545
"56077","setd3","22Month",11237
"56078","setd3","24hpf",1048
"56079","setd3","3Month",14420
"56080","setd3","72hpf",4825
"56081","setd4","21Day",608
"56082","setd4","22Month",2559
"56083","setd4","24hpf",283
"56084","setd4","3Month",3304
"56085","setd4","72hpf",817
"56086","setd5","21Day",195
"56087","setd5","22Month",460
"56088","setd5","24hpf",81
"56089","setd5","3Month",225
"56090","setd5","72hpf",172
"56091","setd6","21Day",928
"56092","setd6","22Month",2915
"56093","setd6","24hpf",588
"56094","setd6","3Month",4797
"56095","setd6","72hpf",1083
"56096","setd7","21Day",1027
"56097","setd7","22Month",7815
"56098","setd7","24hpf",282
"56099","setd7","3Month",14532
"56100","setd7","72hpf",1655
"56101","setd9","21Day",191
"56102","setd9","22Month",236
"56103","setd9","24hpf",123
"56104","setd9","3Month",690
"56105","setd9","72hpf",190
"56106","setdb1a","21Day",3061
"56107","setdb1a","22Month",6372
"56108","setdb1a","24hpf",3574
"56109","setdb1a","3Month",14757
"56110","setdb1a","72hpf",5657
"56111","setdb1b","21Day",5882
"56112","setdb1b","22Month",5309
"56113","setdb1b","24hpf",4894
"56114","setdb1b","3Month",15594
"56115","setdb1b","72hpf",15340
"56116","setmar","21Day",98
"56117","setmar","22Month",1125
"56118","setmar","24hpf",37
"56119","setmar","3Month",2964
"56120","setmar","72hpf",167
"56121","setx","21Day",253
"56122","setx","22Month",274
"56123","setx","24hpf",123
"56124","setx","3Month",703
"56125","setx","72hpf",182
"56126","sez6l","21Day",572
"56127","sez6l","22Month",669
"56128","sez6l","24hpf",26
"56129","sez6l","3Month",3207
"56130","sez6l","72hpf",937
"56131","sf1","21Day",39846
"56132","sf1","22Month",26953
"56133","sf1","24hpf",36122
"56134","sf1","3Month",40063
"56135","sf1","72hpf",80940
"56136","sf3a1","21Day",15756
"56137","sf3a1","22Month",25516
"56138","sf3a1","24hpf",10831
"56139","sf3a1","3Month",32820
"56140","sf3a1","72hpf",27661
"56141","sf3a2","21Day",19596
"56142","sf3a2","22Month",37506
"56143","sf3a2","24hpf",16602
"56144","sf3a2","3Month",42972
"56145","sf3a2","72hpf",24174
"56146","sf3a3","21Day",21612
"56147","sf3a3","22Month",14981
"56148","sf3a3","24hpf",9957
"56149","sf3a3","3Month",30548
"56150","sf3a3","72hpf",32125
"56151","sf3b1","21Day",17164
"56152","sf3b1","22Month",71383
"56153","sf3b1","24hpf",9101
"56154","sf3b1","3Month",108042
"56155","sf3b1","72hpf",41101
"56156","sf3b2","21Day",22851
"56157","sf3b2","22Month",35701
"56158","sf3b2","24hpf",19082
"56159","sf3b2","3Month",51019
"56160","sf3b2","72hpf",39642
"56161","sf3b3","21Day",8555
"56162","sf3b3","22Month",12167
"56163","sf3b3","24hpf",5875
"56164","sf3b3","3Month",15403
"56165","sf3b3","72hpf",16019
